Page,Name,BHK,Location,Price,Price_per_sqft,Area_sqft,Area_sqm,Area_type,Status,Description,Builder,Posted_Time,Property_URL,Image_URL
11,"2 BHK Flatin Karai, Gandhinagar",2 BHK Flat,"Karai, Gandhinagar",₹55 Lac,"₹4,243 /sqft","1,296 sqft",(120 sqm),Carpet Area,Ready To Move,"0 brokerage and beautiful and well-Maintained 2 bhk flat in a prime and peaceful location. The flat has excellent ventilation and natural light throughout the day. Equipped with modular kitchen and wardrobes. Close to schools, market, and main road connectivity. Covered/open parking available. Perfect for comfortable family living.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-karai-gandhinagar-1296-sqft-spid-X90395776,https://static.99acres.com/universalapp/img/downArrowNew.png
11,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹1.25 Cr,"₹6,250 /sqft","2,000 sqft",(186 sqm),Super Built-up Area,Ready To Move,"Garden facing, many changes in flat other than the builder has provided.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-swagat-pelican-sargasan-gandhinagar-2000-sqft-spid-L90392256,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹65 Lac,"₹4,629 /sqft","1,404 sqft",(130 sqm),Carpet Area,Ready To Move,"Have good locality.Very attractive as per vastu norms.School ,hotel and malls are near by area.It is north east facing property.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-psy-pramukh-horizon-sargasan-gandhinagar-1404-sq-ft-r1-spid-D76589259,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹85 Lac,"₹3,935 /sqft","2,160 sqft",(201 sqm),Carpet Area,Ready To Move,"Walking distance from s.G.Highway ,my flat on rised floor and sound availability of light and wind ,only residential no commercial scheme,open surroundings as no other scheme is near by (In tp 9 only scheme ),garden ,childern play area,gym,indoor play hall , common hall well furnished,cultured and harmonious locality .One should visit once",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shubhaarambh-shilp-serenity-sargasan-gandhinagar-2160-sqft-spid-H90352306,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"3 BHK Flatin Randesan, Gandhinagar",3 BHK Flat,"Randesan, Gandhinagar",₹1.05 Cr,"₹3,955 /sqft","2,655 sqft",(247 sqm),Carpet Area,Ready To Move,"Signature sunlit terrace where luxury meets light.
Elite sunlit terrace a rare lifestyle upgrade",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-aksharam-yogi-sarvasva-randesan-gandhinagar-2655-sqft-spid-Z90348680,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"1 BHK Flatin adalaj, Gandhinagar",1 BHK Flat,"adalaj, Gandhinagar",₹26 Lac,"₹32,500 /sqft",80 sqft,(7 sqm),Carpet Area,Ready To Move,"Offering immediate possession, this unfurnished 1 bhk flat spans 80 sq.Ft. On the 1st floor of a low-Rise building in devnandan parisar 2, adalaj, gandhinagar. It features 1 bedroom, 2 bathrooms, marble flooring, and corner, north-Facing aspects. Located near schools, markets, and hospitals within a gated society with 24/7 water and visitor parking.",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-gandhinagar-80-sqft-spid-R90315462,https://static.99acres.com/universalapp/img/downArrowNew.png
11,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1.3 Cr,"₹6,420 /sqft","2,025 sqft",(188 sqm),Carpet Area,Ready To Move,The flat is located in an excellent location facing towards swami narayan dham. There is no flat infront of this flat so it has a clear uninterrupted view.,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-shivalay-sharnam-kudasan-gandhinagar-2025-sqft-spid-W90308948,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"3 BHK Flatin Randesan, Gandhinagar",3 BHK Flat,"Randesan, Gandhinagar",₹93 Lac,"₹9,838 /sqft",945 sqft,(88 sqm),Carpet Area,Ready To Move,"prime randesan Prime connectivity: 3-Minute drive to gift city, walking distance to randesan metro, and easy access to the riverfront. Smart features: Dedicated solar panels for each block (Reducing your maintenance/bills) and individual cctv security for the flat. Views & ventilation: 6th-Floor height ensures privacy, better air ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-royal-riviera-randesan-gandhinagar-945-sqft-spid-S90294290,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"2 BHK Builder Floorin Kalol, Gandhinagar",2 BHK Builder Floor,"Kalol, Gandhinagar",₹24 Lac,"₹1,839 /sqft","1,305 sqft",(121 sqm),Built-up Area,Independent/builder floor is available for sell.Construction ages only 5-10 years old propertysituated in kalol.Area of the construction is 145.00 sq. Yards(Builtup area) it has been unfurnished.It has good design of 2 bedrooms. Non-Stop water supply in 2 bathrooms .It has been priced at rs 2400000.Located on 2nd floor out of 5.,,,,https://www.99acres.com/2-bhk-bedroom-independent-builder-floor-for-sale-in-kalol-gandhinagar-1305-sqft-r3-spid-K77135935,https://static.99acres.com/universalapp/img/downArrowNew.png
11,"2 BHK Flatin Vavol, Gandhinagar",2 BHK Flat,Shal4 Apartment,₹55 Lac,"₹4,866 /sqft","1,130 sqft",(105 sqm),Carpet Area,Ready To Move,"Constructed on a carpet area of 105 sq.M., the flat comprises 2 bedroom(s), 2 bathrooms and 2 balconies. The flat has a total of 3 floors and this property is situated on 2nd floor. Being a ready to move project, you can expect immediate possession of this 10+ years old property.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shalin-4-apartment-vavol-gandhinagar-1130-sqft-spid-G90291580,https://static.99acres.com/universalapp/img/downArrowNew.png
11,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹1 Cr,"₹7,432 /sqft","2,690 sqft",(250 sqm),Super Built-up Area,Under Construction,"This spacious 3 bhk flat, under construction and unfurnished, offers 2690.98 sq.Ft. On the 13th floor of a high-Rise at beryl sky, kudasan, gandhinagar. Ready within 6 months, it includes 3 bathrooms and access to parking, gym, and lift. Close to infocity, pdpu, nid, and achiever school, it blends convenience with comfort in a prime educational hub.Highly ventilated and best view , corner flat ...",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-beryl-sky-kudasan-gandhinagar-2691-sqft-spid-E90289390,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹1.02 Cr,"₹9,546 /sqft","1,068 sqft",(99 sqm),Carpet Area,Ready To Move,Swara crystal is a premium residential apartment project developed by swara builders in the bustling sargasan area of gandhinagar. The project combines elegant architecture with modern living comforts and a host of lifestyle amenities designed for quality everyday living.,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-swara-crystal-sargasan-gandhinagar-1069-sqft-r1-spid-J88560678,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.51 Cr,"₹9,993 /sqft","1,511 sqft",(140 sqm),Super Built-up Area,Under Construction,Good property for future investment and good returns on investment,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-shilp-north-sky-gift-city-gandhinagar-1511-sqft-r1-spid-S84640034,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"2 BHK Flatin Pethapur, Gandhinagar",2 BHK Flat,"Pethapur, Gandhinagar",₹32.5 Lac,"₹2,994 /sqft","1,085 sqft",(101 sqm),Carpet Area,Ready To Move,Hello it's a 2 bhk apartment if any one interested plss visit f/201 river flora near sanjari park pethapur,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-pethapur-gandhinagar-1085-sqft-spid-W90268738,https://static.99acres.com/universalapp/img/downArrowNew.png
11,"3 BHK Flatin Vavol, Gandhinagar",3 BHK Flat,"Vavol, Gandhinagar",₹60 Lac,"₹37,037 /sqft",162 sqft,(15 sqm),Carpet Area,Ready To Move,"Located in siddharth heights 1, vavol, gandhinagar, this 3 bhk flat on the 7th floor of an 8-Floor mid-Rise building offers 162 sq.Ft. Of semi-Furnished living space. With 3 bedrooms and 3 bathrooms, its a 1-5 year old residential property available immediately. Enjoy close proximity to markets, metro, schools, and railways, within a gated society featuring visitor parking and on-Call maintenance.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-siddharth-heights-1-vavol-gandhinagar-162-sqft-spid-V90248834,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"2 BHK Flatin Sargasan, Gandhinagar",2 BHK Flat,"Sargasan, Gandhinagar",₹95 Lac,"₹6,209 /sqft","1,530 sqft",(142 sqm),Super Built-up Area,Ready To Move,,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-samved-dreams-sargasan-gandhinagar-1530-sq-ft-spid-R90246814,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"1 BHK Flatin Vavol, Gandhinagar",1 BHK Flat,"Vavol, Gandhinagar",₹35.5 Lac,"₹4,551 /sqft",780 sqft,(72 sqm),Carpet Area,Ready To Move,"Located in vavol, gandhinagar, this 1 bhk flat offers 480 sq.Ft. Of semi-Furnished living space on the 3rd floor of a mid-Rise, 1-5 year old building. Featuring 1 bedroom and 2 bathrooms, it's available for immediate sale. Close to multiple hospitals including supreme smile dental clinic and gayatri hospital, it suits buyers seeking convenience and care nearby.",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-jayde-arjun-226-vavol-gandhinagar-780-sqft-spid-B90231324,https://static.99acres.com/universalapp/img/checkLineGray.svg
11,"2 Bedroom Housein Dahegam, Gandhinagar",2 BHK,Natraj TwBunglows,₹2 Cr,"₹1,00,000 /sqft",200 sqft,(19 sqm),,Ready To Move,,,,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-natraj-twin-bunglows-dhegam-gandhinagar-200-sq-ft-r1-spid-Z82473844,https://static.99acres.com/universalapp/img/checkLineGray.svg
12,"4 Bedroom Housein Dahegam, Gandhinagar",4 BHK,Natraj TwBunglows,₹2.3 Cr,"₹1,12,500 /sqft",200 sqft,(19 sqm),,Ready To Move,,,,https://www.99acres.com/4-bhk-bedroom-independent-house-villa-for-sale-in-natraj-twin-bunglows-dhegam-gandhinagar-200-sq-ft-r1-spid-W82479054,https://static.99acres.com/universalapp/img/checkLineGray.svg
12,"2 Bedroom Housein Ambapur, Gandhinagar",2 BHK,"Ambapur, Gandhinagar",₹85 Lac,"₹4,393 /sqft","1,935 sqft",(180 sqm),,Ready To Move,Ambapur main road touch society and near by adalaj and gandhinagar city.,,,https://www.99acres.com/2-bhk-bedroom-independent-house-villa-for-sale-in-ambapur-ahmedabad-north-1935-sqft-spid-R90142912,https://static.99acres.com/universalapp/img/downArrowNew.png
12,"Residential land / Plotin Alampur, Gandhinagar",,"Alampur, Gandhinagar",₹3.5 Cr,"₹1,286 /sqft","27,225 sqft","(2,529 sqm)",,Ready To Move,"One vigha agricultural land at prime location in alampur, 500 meters from high way",,,https://www.99acres.com/residential-land-plot-for-sale-in-alampur-gandhinagar-1936-sqyd-r3-spid-H65941836,https://static.99acres.com/universalapp/img/downArrowNew.png
12,"3 BHK Flatin Raysan, Gandhinagar",3 BHK Flat,"Raysan, Gandhinagar",₹3 Cr,"₹13,605 /sqft","2,205 sqft",(205 sqm),Super Built-up Area,Ready To Move,"We are the proud owners of this 3 bhk apartment available in saral skyline, raysan, gandhinagar. This it is a and the unit is located on 9th floor and has a super built-Up area of 245 sq.Ft. . It has 3 bathroom(s) and 2 balcony(s).",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-saral-skyline-raysan-gandhinagar-2205-sqft-spid-L90208386,https://static.99acres.com/universalapp/img/StarNew.png
12,"2 BHK Flatin Vavol, Gandhinagar",2 BHK Flat,"Vavol, Gandhinagar",₹51 Lac,"₹3,655 /sqft","1,395 sqft",(130 sqm),Carpet Area,Ready To Move,Residential apartment for sell.The property has 2 bedrooms with 2 bathrooms .It is a furnished property.Located in vavol.Available at an expected price of rs 5100000.Located on 2nd floor out of the 3 the property comes with a good construction quality which ages 5-10 years old property,,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-dharmaja-shivesh-182-vavol-gandhinagar-1395-sq-ft-r3-spid-N76450567,https://static.99acres.com/universalapp/img/downArrowNew.png
12,"3 BHK Flatin Kudasan, Gandhinagar",3 BHK Flat,"Kudasan, Gandhinagar",₹99 Lac,"₹9,066 /sqft","1,091 sqft",(101 sqm),Carpet Area,Ready To Move,"Situated on the 9th floor of a high-Rise at royal revanta 3, kudasan, this newly constructed 3 bhk apartment offers 1092 sq.Ft. Of unfurnished living space. With 3 bathrooms, gated society security, and parking available, its ideal for immediate occupation. Located near prominent temples and a multispeciality clinic in gandhinagar.",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-kudasan-gandhinagar-1092-sqft-spid-J90081218,https://static.99acres.com/universalapp/img/downArrowNew.png
12,"1 BHK Flatin Gift City, Gandhinagar",1 BHK Flat,"Gift City, Gandhinagar",₹90 Lac,"₹22,222 /sqft",405 sqft,(38 sqm),Carpet Area,Under Construction,"Presenting a premium 1 bhk apartment located in the heart of gift city, offering an excellent opportunity for both end-Use and investment. Situated on the 20th floor, this home provides open views, ample natural light, and a peaceful living experience. With a super built-Up area of 736.83 sq. Ft., the apartment is thoughtfully designed to maximize space and comfort. Ideal for professionals work...",,,https://www.99acres.com/1-bhk-bedroom-apartment-flat-for-sale-in-sobha-avalon-gift-city-gandhinagar-405-sqft-r1-spid-F84164900,https://static.99acres.com/universalapp/img/checkLineGray.svg
12,"5 BHK Flatin Koba, Gandhinagar",5 BHK Flat,"Koba, Gandhinagar",₹3 Cr,"₹4,523 /sqft","6,633 sqft",(616 sqm),Carpet Area,Ready To Move,,,,https://www.99acres.com/5-bhk-bedroom-apartment-flat-for-sale-in-as-asteria-koba-gandhinagar-6633-sq-ft-spid-O90074716,https://static.99acres.com/universalapp/img/checkLineGray.svg
12,"2 BHK Flatin Sardar Patel Ring Road, Gandhinagar",2 BHK Flat,"Sardar Patel Ring Road, Gandhinagar",₹59 Lac,"₹4,736 /sqft","1,140 sqft",(106 sqm),Built-up Area,Ready To Move,"Looking for a 2 bhk property for sale in gandhinagar? Buy this 2 bhk flat in orchid green field that is situated in sardar patel ring road, gandhinagar. The flat is east-Facing. The flat is over 1140 sq.Ft. Built up area and comes with 2 bedroom(s), 2 bathrooms and 3 balconies. The residential building has 16 floors in total and the flat for sale is located on the 10th floor. This 10 years old ...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sardar-patel-ring-road-gandhinagar-1140-sq-ft-r1-spid-E82591990,https://static.99acres.com/universalapp/img/downArrowNew.png
12,"3 BHK Flatin Sargasan, Gandhinagar",3 BHK Flat,"Sargasan, Gandhinagar",₹78 Lac,"₹4,814 /sqft","1,620 sqft",(151 sqm),Carpet Area,Ready To Move,"Our property is well maintained and clean.
Our property has gym,garden and one hall for any functions and two basement parking. Nearby hospitals, mall , d mart, railway station and all. Our property is also road side facing",,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-atishay-sky-sargasan-gandhinagar-1620-sq-ft-spid-L90044428,https://static.99acres.com/universalapp/img/checkLineGray.svg
12,"2 BHK Flatin Pethapur, Gandhinagar",2 BHK Flat,"Pethapur, Gandhinagar",₹47 Lac,"₹7,833 /sqft",600 sqft,(56 sqm),Carpet Area,Ready To Move,"Located in tilak prime, pethapur, gandhinagar, this 2 bhk unfurnished flat spans 600 sq.Ft. Situated on the 5th floor of a mid-Rise building, the nearly new property offers immediate availability. With 2 bedrooms, 2 bathrooms, and parking available, its close to several hospitals and the ambe mata mandir, blending convenience and community.",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-tilak-prime-pethapur-gandhinagar-600-sqft-spid-O90024976,https://static.99acres.com/universalapp/img/checkLineGray.svg
12,"2 BHK Flatin Gift City, Gandhinagar",2 BHK Flat,"Gift City, Gandhinagar",₹1.63 Cr,"₹12,439 /sqft","1,307 sqft",(121 sqm),Super Built-up Area,Under Construction,"Containing 2 bedroom(s), 2 bathrooms and 3 balconies, this flat is spread over a super built up area of 1308 sq.Ft. This flat lies on the 14th level of a 31 storey building. This residential flat is currently under construction and you can expect the possession of the same by march 2027. The flat will offer a modern lifestyle as it is presented with many of the amenities such as swimming pool, ...",,,https://www.99acres.com/2-bhk-bedroom-apartment-flat-for-sale-in-sobha-avalon-gift-city-gandhinagar-1308-sqft-spid-C90007434,https://static.99acres.com/universalapp/img/checkLineGray.svg
12,"3 BHK Flatin Chiloda, Gandhinagar",3 BHK Flat,"Chiloda, Gandhinagar",₹75 Lac,"₹7,653 /sqft",980 sqft,(91 sqm),"Affordable luxury 3 bhk top-Floor flat chiloda char rasta Property highlights: - Carpet area: 950 sq ft, total area: 1500 sq ft - 3 bedrooms, 3 bathrooms, semi-Furnished - 4 balconies (Hall, kitchen, 2 bedrooms) - Top floor in 7-Storey building, airy & well-Lit - Dedicated lift for only 3 flats per floor - 10-Ft wide common passageway with stairs & lift access - 2 adjacent underground parking s...",Ready To Move,,,,https://www.99acres.com/3-bhk-bedroom-apartment-flat-for-sale-in-sai-flora-chiloda-gandhinagar-980-sqft-spid-C90004796,https://static.99acres.com/universalapp/img/checkLineGray.svg
